timestep,inst_00,inst_01,inst_02,inst_03,inst_04,inst_05,inst_06,inst_07,inst_08,inst_09,inst_10,inst_11,inst_12,inst_13,inst_14,inst_15,inst_16,inst_17,inst_18,inst_19,inst_20,inst_21,inst_22,inst_23,inst_24,inst_25,inst_26,inst_27,inst_28,inst_29,inst_30,inst_31,inst_32,inst_33,inst_34,inst_35,inst_36,inst_37,inst_38,inst_39,inst_40,inst_41,inst_42,inst_43,inst_44,inst_45,inst_46,inst_47,inst_48,inst_49
350,14274.89999999998,40597.99999999994,0.0,978.4999999999932,0.0,0.0,51625.84999999999,82543.60000000002,36902.10000000021,236131.1000000002,70501.94999999978,0.0,-21424.94999999976,4924.150000000071,-1896.2999999996246,32169.049999999264,62540.34999999985,13160.000000000113,-37075.54999999991,-5072.000000000101,-8273.299999999696,2386.8999999999537,0.0,-20104.9000000005,0.0,89074.85000000006,94827.2500000001,0.0,165315.39999999994,52273.29999999993,0.0,0.0,-72119.54999999992,-10965.650000000054,0.0,0.0,-18533.299999999508,0.0,-24981.54999999959,68082.79999999961,-9789.900000000149,-55604.450000000135,0.0,0.0,170152.00000000032,0.0,0.0,26667.85000000011,0.0,-20620.399999999987
351,12774.899999999994,46397.99999999993,0.0,1878.5000000000273,0.0,0.0,51525.84999999998,80743.60000000002,33442.000000000255,230631.10000000024,70701.94999999978,0.0,-21224.9499999998,4824.150000000091,16203.700000000397,36269.04999999923,62140.34999999986,13360.000000000144,-31975.549999999857,-4372.000000000098,-10673.299999999716,-313.10000000007767,0.0,-24904.90000000054,0.0,88274.85,101727.25000000007,0.0,168115.39999999994,52373.29999999991,0.0,0.0,-68419.54999999994,-13465.650000000054,0.0,0.0,-21233.299999999468,0.0,-24481.54999999948,63732.799999999566,-6989.900000000138,-59012.850000000195,0.0,0.0,170452.00000000032,0.0,0.0,25591.450000000114,0.0,-23630.699999999983
352,14874.900000000003,41697.99999999994,0.0,-4168.999999999975,0.0,0.0,54425.84999999997,77543.60000000002,36442.0000000003,241431.1000000002,73001.94999999978,0.0,-20224.949999999786,6824.150000000119,13803.700000000306,33639.94999999929,63040.349999999824,13160.000000000113,-34575.54999999991,-6073.500000000104,-8473.299999999726,-1413.100000000072,0.0,-16804.900000000518,0.0,83474.85000000003,107527.25000000006,0.0,171815.3999999999,51673.29999999991,0.0,0.0,-69719.5499999999,-14665.650000000063,0.0,0.0,-30075.49999999954,0.0,-28415.949999999553,64632.7999999996,-10498.900000000149,-63117.65000000026,0.0,0.0,162352.0000000003,0.0,0.0,23217.250000000124,0.0,-23130.699999999975
353,15874.899999999947,35185.99999999998,0.0,1330.9999999999964,0.0,0.0,48449.149999999965,79143.59999999999,35542.00000000026,226931.10000000018,76001.94999999978,0.0,-13924.94999999976,6324.150000000076,32403.7000000003,40039.9499999993,64140.34999999989,15460.000000000153,-27275.54999999987,-7973.500000000116,-7373.299999999732,-3713.1000000000404,0.0,-11504.900000000507,0.0,82274.84999999999,109927.25000000007,0.0,171315.39999999994,45440.09999999995,0.0,0.0,-68019.54999999989,-13965.65000000006,0.0,0.0,-21275.499999999585,0.0,-27515.94999999952,63632.799999999515,-8498.900000000263,-63817.65000000026,0.0,0.0,157331.50000000026,0.0,0.0,24217.25000000014,0.0,-17130.69999999996
354,15474.899999999956,40086.0,0.0,-368.9999999999495,0.0,0.0,51649.149999999936,78243.60000000003,34542.00000000025,228131.10000000024,71548.64999999979,0.0,-21424.94999999976,10624.150000000074,37003.700000000375,41839.9499999993,69340.34999999985,15260.000000000122,-28275.549999999883,-6073.500000000104,-11873.29999999969,-513.1000000000377,0.0,-11504.900000000507,0.0,79774.84999999999,112227.25000000004,0.0,179315.3999999999,52240.09999999995,0.0,0.0,-56719.54999999993,-13365.650000000054,0.0,0.0,-16275.499999999585,0.0,-23715.949999999568,67432.79999999961,-4798.900000000218,-63317.65000000029,0.0,0.0,144931.50000000032,0.0,0.0,23543.55000000013,0.0,-17430.69999999997
355,16174.89999999996,36086.000000000015,0.0,6531.000000000027,0.0,0.0,48049.14999999994,79243.59999999998,30484.500000000273,232631.10000000027,75548.6499999998,0.0,-17824.949999999764,10124.150000000103,37603.7000000004,38705.249999999316,74440.34999999983,12660.000000000142,-22275.54999999987,-6673.500000000126,-13942.299999999726,-4913.100000000015,0.0,-16104.900000000587,0.0,84274.85000000002,110427.25000000004,0.0,190515.39999999997,57440.09999999998,0.0,0.0,-65519.54999999989,-13265.650000000056,0.0,0.0,-21675.499999999578,0.0,-17615.949999999575,70332.79999999954,-5398.900000000241,-62217.6500000003,0.0,0.0,140127.40000000026,0.0,0.0,21571.650000000132,0.0,-14530.69999999998
356,16574.89999999995,33886.00000000003,0.0,7731.000000000002,0.0,0.0,48849.149999999965,76843.60000000003,37684.50000000026,223531.10000000015,77348.6499999998,0.0,-17024.949999999782,2657.150000000126,57603.7000000004,37905.24999999933,74740.34999999985,12260.000000000151,-18475.549999999916,-5773.500000000127,-10442.299999999712,-5213.100000000026,0.0,-10904.900000000627,0.0,84474.85000000005,108508.05000000006,0.0,203515.39999999994,55440.09999999995,0.0,0.0,-62819.54999999993,-13565.650000000049,0.0,0.0,-21075.499999999556,0.0,-11315.94999999962,64684.399999999536,201.09999999978209,-51117.65000000031,0.0,0.0,137727.40000000017,0.0,0.0,22271.650000000136,0.0,-15130.699999999968
357,13674.89999999996,34785.99999999999,0.0,9531.0,0.0,0.0,46149.14999999997,72243.60000000002,34131.00000000026,210347.40000000026,76390.2499999998,0.0,-20024.949999999753,2857.1500000001574,57003.700000000375,36068.449999999306,74240.34999999987,17560.00000000016,-14075.549999999868,-7373.500000000129,-14842.29999999976,-6613.100000000031,0.0,-7804.900000000604,0.0,87974.84999999999,112908.05000000003,0.0,197534.19999999995,59740.09999999995,0.0,0.0,-57819.54999999993,-11565.650000000056,0.0,0.0,-15575.499999999585,0.0,-9515.949999999553,62584.399999999456,3901.0999999998276,-48417.65000000028,0.0,0.0,138827.40000000017,0.0,0.0,23171.650000000136,0.0,-11730.69999999997
358,12474.899999999985,38086.000000000044,0.0,8830.999999999996,0.0,0.0,48749.14999999995,64043.60000000002,31479.80000000022,227247.40000000023,76390.2499999998,0.0,-24524.949999999782,6657.150000000183,59303.70000000042,36768.449999999306,72040.34999999989,13460.000000000124,-22775.549999999916,-8577.200000000128,-16613.499999999713,-1113.1000000000595,0.0,-7904.9000000005135,0.0,84974.85000000002,118508.05000000006,0.0,188861.19999999995,54015.79999999996,0.0,0.0,-57819.54999999993,-11865.650000000049,0.0,0.0,-12275.49999999953,0.0,-6915.949999999644,66584.39999999951,8901.099999999828,-49317.650000000314,0.0,0.0,135827.4000000002,0.0,0.0,23671.650000000143,0.0,-12730.699999999984
359,11774.899999999981,35485.99999999999,0.0,6931.000000000019,0.0,0.0,55449.149999999965,56643.6,35179.80000000019,234147.40000000034,79390.2499999998,0.0,-22424.949999999775,3691.7500000001633,66203.70000000039,37268.44999999928,70440.34999999985,17460.000000000182,-18775.549999999857,-10878.900000000122,-19313.499999999673,4186.899999999951,0.0,4595.0999999994865,0.0,78274.85,109787.15000000008,0.0,184984.79999999993,54215.79999999999,0.0,0.0,-49219.54999999994,-13565.650000000049,0.0,0.0,3324.50000000042,0.0,-6215.9499999995705,61338.69999999944,5775.099999999737,-51917.65000000029,0.0,0.0,135827.4000000002,0.0,0.0,23971.650000000154,0.0,-15632.699999999964
360,11174.899999999958,30686.000000000022,0.0,14131.000000000007,0.0,0.0,53649.149999999965,52743.59999999999,37079.80000000017,236047.4000000003,76932.64999999978,0.0,-18524.94999999977,-470.04999999983147,70403.7000000004,39368.449999999284,71640.34999999989,13660.000000000156,-20275.549999999916,-11178.900000000098,-18613.49999999967,3586.8999999999287,0.0,23595.099999999402,0.0,75002.05000000002,106463.3500000001,0.0,196284.79999999996,47098.099999999955,0.0,0.0,-42019.549999999945,-11165.650000000063,0.0,0.0,3824.500000000463,0.0,-6515.949999999582,67938.6999999994,8675.099999999657,-54613.45000000028,0.0,0.0,130727.40000000029,0.0,0.0,22500.850000000166,0.0,-14332.699999999975
361,13174.899999999987,33186.00000000002,0.0,9131.000000000007,0.0,0.0,47772.84999999994,62543.600000000035,36579.8000000002,243047.40000000034,81332.64999999975,0.0,-17824.949999999768,-1732.5499999998342,76303.7000000003,39968.449999999306,70740.34999999986,16660.000000000127,-6275.549999999859,-12678.90000000012,-24577.199999999713,5686.899999999938,0.0,16195.099999999453,0.0,78802.04999999997,115663.35000000003,0.0,193998.89999999997,45798.09999999996,0.0,0.0,-44619.54999999992,-11365.65000000006,0.0,0.0,24.500000000437467,0.0,-10131.349999999646,66938.69999999931,7075.099999999691,-59704.650000000285,0.0,0.0,132327.40000000026,0.0,0.0,21131.250000000193,0.0,-12832.699999999953
362,13174.899999999987,33586.000000000015,0.0,15431.000000000033,0.0,0.0,52072.84999999994,58543.59999999998,38379.8000000002,242047.40000000026,83932.64999999976,0.0,-22324.949999999797,167.45000000014306,63641.60000000041,39768.44999999928,72740.34999999989,17760.00000000012,-4575.549999999914,-9878.900000000109,-26677.19999999972,5686.899999999938,0.0,17895.09999999947,0.0,77402.05000000005,118463.35000000005,0.0,197898.89999999997,42275.89999999996,0.0,0.0,-40819.5499999999,-11265.650000000061,0.0,0.0,2424.5000000004575,0.0,-10531.349999999708,65938.69999999937,12875.099999999675,-60404.650000000285,0.0,0.0,136227.40000000026,0.0,0.0,20361.050000000207,0.0,-12632.699999999957
363,13074.900000000007,36086.000000000015,0.0,15031.000000000042,0.0,0.0,49972.84999999993,57743.59999999999,30427.90000000022,250347.40000000023,90332.64999999976,0.0,-23524.94999999977,1167.4500000001572,74241.60000000044,38268.44999999929,71140.34999999985,21360.000000000116,-4175.549999999922,-9978.900000000089,-22577.199999999757,2586.899999999986,0.0,25095.09999999946,0.0,88102.05000000005,119063.35000000008,0.0,187206.7,38557.09999999996,0.0,0.0,-32519.549999999916,-12465.650000000054,0.0,0.0,-675.4999999995653,0.0,-12445.149999999752,64338.69999999941,12875.099999999675,-61304.65000000032,0.0,0.0,141027.40000000029,0.0,0.0,21161.050000000225,0.0,-9432.699999999953
364,15374.899999999976,39485.99999999998,0.0,8196.200000000055,0.0,0.0,48472.84999999995,63343.60000000001,31627.900000000263,243547.4000000003,91932.64999999976,0.0,-23624.949999999753,1967.45000000014,65976.50000000054,42468.449999999306,66940.34999999983,23760.00000000014,-2775.5499999999165,-6578.900000000091,-20977.19999999972,3386.8999999999687,0.0,28995.099999999467,0.0,90902.04999999999,118263.3500000001,0.0,187806.70000000004,38657.09999999994,0.0,0.0,-37719.549999999945,-11765.65000000005,0.0,0.0,-1875.4999999995398,0.0,-17363.14999999977,62995.29999999933,844.8999999997195,-63004.650000000336,0.0,0.0,143627.4000000002,0.0,0.0,24861.0500000002,0.0,-14236.399999999947
365,17074.899999999994,45086.0,0.0,17196.200000000114,0.0,0.0,48172.84999999993,66943.6,32827.90000000024,236947.40000000034,90061.64999999976,0.0,-22724.94999999979,3367.450000000146,57303.40000000057,43468.44999999932,68040.34999999983,19060.00000000015,7124.4500000001035,-6778.9000000001215,-21377.199999999713,-313.10000000007676,0.0,32895.099999999475,0.0,93402.04999999999,118263.3500000001,0.0,196506.7,38557.09999999996,0.0,0.0,-30419.549999999905,-7465.650000000053,0.0,0.0,-4575.499999999571,0.0,-17263.149999999718,62995.29999999933,-2682.500000000292,-62904.650000000285,0.0,0.0,139527.40000000023,0.0,0.0,28961.0500000002,0.0,-11436.399999999936
366,15774.899999999969,46585.999999999985,0.0,12396.200000000073,0.0,0.0,51372.84999999993,76843.60000000002,36727.90000000025,237147.4000000003,80781.64999999978,0.0,-29468.749999999796,4567.450000000192,73203.4000000006,43968.44999999929,63240.34999999986,18860.000000000116,5824.450000000078,-5378.900000000116,-21377.199999999713,-1913.1000000000427,0.0,25595.099999999435,0.0,91802.05000000002,123763.35000000006,0.0,190111.10000000003,44157.09999999995,0.0,0.0,-27919.549999999905,-8065.650000000058,0.0,0.0,-2375.499999999582,0.0,-16863.149999999798,63895.29999999937,217.49999999962847,-67403.05000000034,0.0,0.0,136127.4000000002,0.0,0.0,30261.050000000225,0.0,-11536.399999999952
367,16474.899999999972,44386.0,0.0,12696.200000000084,0.0,0.0,48972.84999999991,76743.59999999996,44827.90000000027,218572.80000000037,82681.64999999979,0.0,-30768.74999999982,5967.450000000197,77103.4000000006,38928.24999999933,61640.3499999999,19660.00000000017,424.4500000000862,-8477.900000000092,-20677.19999999971,4886.899999999954,0.0,28795.099999999507,0.0,97702.04999999997,125963.35000000005,0.0,193111.10000000006,51957.09999999996,0.0,0.0,-34819.54999999995,-8565.650000000047,0.0,0.0,-7675.499999999522,0.0,-12663.14999999978,66195.29999999926,-3710.200000000303,-50103.05000000037,0.0,0.0,127411.40000000029,0.0,0.0,28882.150000000216,0.0,-13236.399999999934
368,18574.89999999998,43385.999999999985,0.0,12796.200000000064,0.0,0.0,49272.849999999926,77343.59999999999,39666.40000000023,208972.80000000042,83381.64999999979,0.0,-31268.749999999793,10567.450000000135,72414.50000000055,40328.24999999934,55240.34999999989,24360.00000000016,-1375.549999999911,-9377.90000000009,-22877.199999999768,5186.899999999965,0.0,16006.099999999387,0.0,100702.05000000002,131363.35000000003,0.0,187713.60000000003,55157.09999999996,0.0,0.0,-37119.54999999992,-9565.650000000061,0.0,0.0,-3975.499999999547,0.0,-20978.249999999687,68395.29999999925,-1210.2000000003031,-43503.0500000004,0.0,0.0,131411.40000000034,0.0,0.0,27502.050000000207,0.0,-15941.499999999955
369,18974.899999999972,43286.00000000001,0.0,16396.20000000006,0.0,0.0,41290.34999999993,74243.59999999996,45166.4000000002,237872.80000000042,83681.64999999976,0.0,-33968.749999999825,701.950000000139,64318.2000000006,37487.14999999937,56640.3499999999,22160.00000000017,-275.54999999991674,-10277.900000000089,-21077.19999999977,6361.299999999931,0.0,26506.09999999936,0.0,101902.04999999999,129563.35000000003,0.0,181122.20000000004,56557.09999999997,0.0,0.0,-34319.54999999991,-8665.650000000063,0.0,0.0,-4675.49999999955,0.0,-22178.24999999959,66895.29999999933,-1110.200000000252,-48420.95000000038,0.0,0.0,127611.40000000039,0.0,0.0,26722.550000000185,0.0,-14741.49999999998
370,17274.899999999954,41786.00000000002,0.0,12996.200000000095,0.0,0.0,44290.34999999994,65643.59999999996,44666.40000000023,246272.80000000045,82000.14999999976,0.0,-26268.749999999796,4401.9500000001135,65518.200000000645,36987.1499999994,54640.34999999987,25560.000000000135,-75.54999999988547,-11374.300000000072,-21377.199999999713,4461.299999999883,0.0,9322.899999999263,0.0,105802.04999999999,129963.35000000002,0.0,192722.20000000007,51251.29999999997,0.0,0.0,-34419.54999999989,-9265.65000000005,0.0,0.0,-3875.499999999567,0.0,-25296.94999999968,69795.29999999926,-7934.400000000246,-49220.95000000037,0.0,0.0,126711.40000000036,0.0,0.0,29122.55000000017,0.0,-18544.29999999996
371,19174.9,40086.00000000001,0.0,15496.200000000095,0.0,0.0,46490.349999999926,57943.600000000006,45166.4000000002,246572.80000000045,78215.14999999975,0.0,-27068.74999999985,8301.950000000119,65518.200000000645,36187.14999999935,58440.34999999989,21660.00000000013,-4973.649999999914,-8774.300000000057,-21777.199999999775,2638.999999999877,0.0,20122.899999999245,0.0,104302.05,125919.65000000002,0.0,196722.20000000007,52151.3,0.0,0.0,-28419.549999999945,-9965.650000000054,0.0,0.0,3224.500000000441,0.0,-22796.94999999968,69095.29999999933,-5534.400000000297,-56346.25000000041,0.0,0.0,128111.40000000036,0.0,0.0,30622.550000000192,0.0,-24853.09999999994
372,18674.899999999958,43886.00000000003,0.0,15896.200000000086,0.0,0.0,49390.34999999992,44143.59999999998,47966.40000000021,246672.80000000037,78315.14999999976,0.0,-23268.749999999825,9101.950000000103,81418.20000000068,30052.949999999393,53740.34999999983,22560.000000000164,-7173.649999999903,-7774.300000000079,-20277.199999999717,1938.9999999998745,0.0,24622.899999999132,0.0,100102.04999999999,126319.65000000001,0.0,192642.80000000008,53951.3,0.0,0.0,-28219.549999999912,-9565.650000000063,0.0,0.0,10924.500000000473,0.0,-25516.14999999971,67895.29999999929,-634.4000000002061,-56546.25000000044,0.0,0.0,129311.4000000004,0.0,0.0,31622.55000000017,0.0,-27253.099999999926
373,19374.89999999996,44386.0,0.0,7661.600000000095,0.0,0.0,47590.34999999992,45343.60000000002,46666.40000000018,235872.8000000004,73734.34999999973,0.0,-25168.749999999804,11201.950000000112,88218.20000000061,30552.949999999437,44213.64999999985,21160.000000000156,-5673.649999999918,-7074.300000000077,-22277.199999999746,4138.999999999864,0.0,24322.899999999263,0.0,101002.05000000002,128819.65000000001,0.0,196642.80000000013,56351.29999999999,0.0,0.0,-21819.54999999991,-9365.65000000005,0.0,0.0,12024.500000000467,0.0,-24416.149999999718,63850.39999999925,-5255.200000000212,-52246.25000000044,0.0,0.0,128811.40000000029,0.0,0.0,32122.550000000178,0.0,-27853.099999999948
374,17774.899999999994,41786.00000000002,0.0,3061.6000000000868,0.0,0.0,42706.14999999994,53843.59999999996,46766.400000000234,228072.8000000004,74434.3499999997,0.0,-21268.749999999796,4841.150000000129,105118.2000000006,32052.949999999422,50113.64999999981,23060.000000000135,-373.64999999990687,-6974.300000000061,-19677.199999999764,4038.9999999998126,0.0,29222.899999999212,0.0,101002.05000000002,127519.64999999998,0.0,199142.80000000013,61251.299999999974,0.0,0.0,-19619.54999999992,-9765.65000000006,0.0,0.0,15824.500000000422,0.0,-30039.149999999667,61350.39999999925,-3055.200000000223,-62565.850000000406,0.0,0.0,120911.40000000037,0.0,0.0,33922.55000000018,0.0,-28453.099999999933
375,18074.900000000005,42886.000000000015,0.0,5561.600000000087,0.0,0.0,43806.14999999997,55143.59999999999,38303.90000000021,219696.2000000004,74734.34999999971,0.0,-24368.749999999818,4941.15000000018,100584.90000000063,31352.94999999942,61513.64999999982,27660.000000000142,10126.350000000064,-6174.300000000078,-19977.199999999706,4838.999999999866,0.0,40022.899999999194,0.0,103802.04999999996,124274.74999999997,0.0,205742.8000000001,57438.99999999999,0.0,0.0,-21719.549999999927,-13285.650000000058,0.0,0.0,12024.500000000467,0.0,-29139.149999999634,57900.19999999924,-455.20000000017217,-73395.75000000042,0.0,0.0,113108.90000000034,0.0,0.0,31447.95000000017,0.0,-27353.09999999994
376,17974.899999999954,46086.000000000015,0.0,8261.600000000119,0.0,0.0,44506.14999999997,59443.59999999999,32147.20000000023,198096.20000000042,78734.34999999973,0.0,-20268.749999999854,3181.4500000001344,111384.90000000062,28717.94999999941,66113.64999999983,30360.000000000175,14226.35000000003,-8367.400000000056,-18977.199999999764,-886.4000000001442,0.0,39222.89999999921,0.0,108002.04999999997,119234.44999999997,0.0,207042.80000000013,66238.99999999999,0.0,0.0,-22519.54999999991,-12785.65000000005,0.0,0.0,22324.50000000048,0.0,-25539.149999999638,64400.1999999993,-555.2000000002233,-85014.55000000041,0.0,0.0,106708.90000000034,0.0,0.0,30474.150000000154,0.0,-24253.09999999992
377,17174.899999999972,39186.00000000004,0.0,6061.6000000001295,0.0,0.0,49906.149999999965,57043.59999999997,27986.700000000274,211496.2000000003,74454.54999999971,0.0,-26615.749999999796,-181.04999999987695,102554.3000000006,26085.049999999403,66913.64999999982,32960.00000000015,11426.35000000009,-5767.400000000041,-20977.19999999972,-7505.600000000119,0.0,26322.899999999147,0.0,109702.04999999999,109584.94999999995,0.0,219042.8000000001,74939.0,0.0,0.0,-18519.549999999923,-12085.650000000065,0.0,0.0,23224.500000000444,0.0,-30162.749999999643,63500.19999999926,-6775.200000000195,-75414.5500000004,0.0,0.0,111908.9000000003,0.0,0.0,32574.15000000013,0.0,-27953.09999999993
378,16474.89999999997,41086.000000000015,0.0,7661.600000000095,0.0,0.0,53106.149999999965,59543.59999999997,35286.70000000032,192693.50000000038,75054.5499999997,0.0,-33068.84999999979,4218.950000000101,101754.30000000061,23149.74999999938,60913.64999999988,35660.00000000012,11926.35000000006,-5167.400000000053,-20477.19999999975,-9826.700000000095,0.0,28122.899999999216,0.0,115802.04999999999,113184.94999999995,0.0,216642.80000000016,73139.0,0.0,0.0,-20719.549999999912,-12285.650000000061,0.0,0.0,27324.50000000048,0.0,-30062.749999999593,62900.19999999924,-675.2000000002008,-64414.55000000038,0.0,0.0,117508.90000000033,0.0,0.0,31801.85000000014,0.0,-27753.099999999933
379,15574.900000000005,40686.00000000002,0.0,8961.60000000012,0.0,0.0,54306.149999999936,74443.59999999999,40386.700000000295,182893.50000000047,77654.54999999971,0.0,-37568.84999999982,-1143.1499999998687,103154.30000000061,20116.949999999382,63513.649999999856,29460.000000000142,9426.35000000006,-4367.400000000035,-18377.199999999742,-10026.700000000055,0.0,19750.999999999214,0.0,114902.05000000003,112284.94999999992,0.0,226542.8000000001,71541.1,0.0,0.0,-30319.549999999923,-12285.650000000061,0.0,0.0,14724.50000000043,0.0,-33288.74999999959,68300.1999999993,-6894.600000000172,-63714.55000000038,0.0,0.0,115708.9000000004,0.0,0.0,35201.85000000014,0.0,-29657.399999999936
380,19474.90000000001,44085.999999999985,0.0,8161.600000000138,0.0,0.0,52306.14999999994,63643.600000000006,50986.70000000032,176693.5000000004,75573.34999999971,0.0,-38568.84999999983,1456.8500000001113,108654.30000000058,22016.94999999936,52378.24999999983,31660.00000000013,15326.350000000095,-3867.400000000028,-17177.199999999768,-6626.700000000092,0.0,27150.999999999305,0.0,109602.05000000002,112484.94999999995,0.0,220242.80000000016,67846.6,0.0,0.0,-26019.549999999927,-11085.650000000052,0.0,0.0,7820.800000000475,0.0,-36412.34999999954,61245.999999999294,-2094.6000000001322,-58914.55000000041,0.0,0.0,121408.90000000033,0.0,0.0,36101.85000000014,0.0,-28557.399999999943
381,19174.899999999998,45286.00000000003,0.0,3961.6000000001204,0.0,0.0,57306.14999999994,49043.6,51386.70000000031,196093.50000000038,75873.34999999973,0.0,-30968.84999999978,4556.850000000134,113954.3000000006,23116.949999999426,54078.24999999985,28960.00000000017,6026.350000000026,-3567.400000000052,-11977.199999999737,-7026.7000000000835,0.0,26850.999999999294,0.0,112502.05,117184.94999999994,0.0,214940.60000000012,70646.59999999998,0.0,0.0,-28819.549999999937,-10785.65000000006,0.0,0.0,11120.800000000529,0.0,-33112.349999999555,55586.7999999993,-5915.700000000155,-58614.550000000396,0.0,0.0,123608.90000000031,0.0,0.0,35801.85000000012,0.0,-30257.399999999925
382,18274.899999999965,50286.00000000003,0.0,3461.6000000000777,0.0,0.0,56106.149999999965,52743.59999999998,48205.6000000003,185693.50000000032,77973.34999999974,0.0,-30468.84999999981,-3.5499999998519343,116654.30000000056,24016.94999999939,64178.249999999825,33160.00000000012,10126.350000000064,-1867.4000000000349,-12877.199999999772,-5426.700000000117,0.0,22350.999999999265,0.0,115302.05000000002,111033.54999999993,0.0,203227.20000000007,71246.6,0.0,0.0,-25919.549999999945,-10485.650000000067,0.0,0.0,5220.800000000494,0.0,-32812.34999999954,55986.79999999922,284.29999999989013,-56914.55000000038,0.0,0.0,124008.90000000037,0.0,0.0,34326.85000000013,0.0,-29557.399999999958
383,19874.9,46585.999999999985,0.0,5961.600000000078,0.0,0.0,59706.14999999996,50543.59999999999,37614.300000000265,170212.40000000037,76793.64999999975,0.0,-30468.84999999981,2896.4500000001394,125054.30000000058,24716.949999999393,66978.24999999984,34460.000000000146,14326.350000000082,-4464.700000000039,-11977.199999999737,-3326.7000000001085,0.0,25150.999999999276,0.0,110802.04999999999,106077.6499999999,0.0,199827.20000000004,72846.6,0.0,0.0,-29519.549999999937,-10185.650000000056,0.0,0.0,1720.80000000048,0.0,-33812.34999999948,52786.79999999928,-7137.300000000127,-55014.5500000004,0.0,0.0,123108.90000000034,0.0,0.0,33451.150000000125,0.0,-27157.399999999936
384,21674.899999999998,46886.0,0.0,9461.600000000091,0.0,0.0,63606.149999999965,40589.40000000001,31029.20000000022,172512.4000000004,79993.64999999975,0.0,-29368.849999999817,2596.450000000128,122354.30000000063,22987.549999999417,69978.24999999981,34460.000000000146,15726.350000000088,-964.7000000000248,-14877.199999999728,-1426.7000000000603,0.0,16850.999999999294,0.0,110702.05,102824.5499999999,0.0,202827.2,69053.59999999999,0.0,0.0,-29919.54999999993,-7885.65000000007,0.0,0.0,-879.1999999995,0.0,-31512.349999999584,48234.299999999275,-8737.300000000092,-55414.550000000396,0.0,0.0,118408.90000000036,0.0,0.0,30877.850000000104,0.0,-26157.39999999992
385,20974.899999999994,44886.000000000044,0.0,6161.600000000109,0.0,0.0,62606.14999999995,43589.40000000005,35229.200000000164,164112.40000000037,79493.64999999975,0.0,-22268.84999999981,3496.450000000162,119006.50000000058,22387.549999999464,65256.249999999796,38260.000000000175,23326.350000000068,-1864.7000000000235,-15977.199999999722,-3526.700000000069,0.0,6891.099999999187,0.0,107702.04999999996,101224.54999999993,0.0,195927.20000000004,69853.59999999998,0.0,0.0,-18019.54999999988,-6185.650000000052,0.0,0.0,-5470.199999999486,0.0,-28812.349999999482,50134.29999999925,-3437.300000000081,-51414.55000000041,0.0,0.0,115908.90000000036,0.0,0.0,30477.85000000008,0.0,-23057.399999999936
386,19174.899999999998,43086.000000000044,0.0,7861.600000000126,0.0,0.0,58806.14999999996,40289.4,31144.60000000019,165312.40000000043,77912.54999999976,0.0,-22668.849999999802,11396.450000000154,107147.60000000059,23487.549999999457,75156.24999999974,38660.00000000017,20426.350000000075,-1864.7000000000235,-17233.099999999777,-2926.700000000117,0.0,3191.099999999142,0.0,103802.04999999996,98367.44999999991,0.0,198827.20000000004,70953.59999999998,0.0,0.0,-6319.549999999934,-3785.650000000068,0.0,0.0,-1170.1999999994887,0.0,-31129.94999999959,44278.499999999294,2762.6999999999643,-57505.35000000036,0.0,0.0,102396.5000000004,0.0,0.0,31477.850000000093,0.0,-21257.39999999994
387,18074.900000000005,47985.99999999999,0.0,2722.400000000086,0.0,0.0,56636.14999999994,33689.40000000004,37444.60000000022,146108.1000000003,81212.54999999974,0.0,-23968.849999999828,12696.450000000179,123647.60000000065,19660.949999999404,71856.24999999975,32860.00000000018,19226.350000000028,-164.70000000004188,-16033.099999999802,-4126.700000000092,0.0,5491.099999999182,0.0,104702.04999999999,96967.44999999991,0.0,186729.80000000008,74653.59999999999,0.0,0.0,-1419.5499999999138,-5385.650000000069,0.0,0.0,-4570.199999999451,0.0,-23229.94999999967,48878.499999999374,3762.6999999999075,-46705.35000000038,0.0,0.0,105196.50000000041,0.0,0.0,29203.050000000083,0.0,-24657.39999999994
388,19774.89999999995,49686.00000000001,0.0,2122.4000000000633,0.0,0.0,51336.149999999936,34489.40000000002,35155.600000000166,141808.10000000024,81612.54999999977,0.0,-17368.84999999979,15796.450000000132,124147.60000000062,17933.149999999358,78456.2499999998,30660.000000000124,16426.350000000086,-564.7000000000334,-14933.099999999808,-2526.700000000055,0.0,-5408.900000000853,0.0,104802.04999999997,91017.24999999994,0.0,187029.80000000008,80553.59999999999,0.0,0.0,-6819.549999999906,-5385.650000000069,0.0,0.0,529.8000000005286,0.0,-22029.949999999626,52678.49999999933,4662.699999999942,-49804.350000000355,0.0,0.0,107996.50000000042,0.0,0.0,27130.15000000007,0.0,-24457.399999999943
